,000016.SH,000300.SH,000510.SH,000688.SH,000852.SH,000905.SH,399006.SZ,932000.CSI
2004-12-15,0.006405905142936597,,,,,,,
2004-12-16,-0.0006918021721782353,,,,,,,
2004-12-17,-0.01130938543751192,,,,,,,
2004-12-20,-0.01358855388262192,,,,,,,
2004-12-21,-0.0003548070478247567,,,,,,,
2004-12-22,0.02303575779190492,,,,,,,
2004-12-23,-0.01676244822264916,,,,,,,
2004-12-24,0.001268737541554543,,,,,,,
2004-12-27,-0.004223610224648233,,,,,,,
2004-12-28,0.0005186171896394143,,,,,,,
2004-12-29,-0.005731487378173306,,,,,,,
2004-12-30,-0.0002963296629889811,,,,,,,
2004-12-31,-0.000948845444973756,,,,,,,
2005-01-04,-0.01875728727160197,,,,,,,
2005-01-05,0.005257775151106259,,,,,,,
2005-01-06,-0.01079862724222558,,,,,,,
2005-01-07,0.001360775852096374,,,,,,,
2005-01-10,0.01131237880124036,,,,,,,
2005-01-11,0.005829384793260672,,,,,,,
2005-01-12,-0.0007402543469785527,,,,,,,
2005-01-13,-0.003613611197766708,,,,,,,
2005-01-14,-0.006228751665417143,,,,,,,
2005-01-17,-0.02132240552488263,,,,,,,
2005-01-18,0.007072460505426648,,,,,,,
2005-01-19,-0.007762736273340565,,,,,,,
2005-01-20,-0.007314072220368395,,,,,,,
2005-01-21,0.0327104847429549,,,,,,,
2005-01-24,0.01261469548876004,,,,,,,
2005-01-25,-0.0009144622234007471,,,,,,,
2005-01-26,-0.008315932216982347,,,,,,,
2005-01-27,-0.01564890239935135,,,,,,,
2005-01-28,-0.001242084913706698,,,,,,,
2005-01-31,-0.008492256318291425,,,,,,,
2005-02-01,0.005050206244798794,,,,,,,
2005-02-02,0.0508102158840158,,,,,,,
2005-02-03,-0.01405531655059278,,,,,,,
2005-02-04,0.02833979024584199,,,,,,,
2005-02-16,0.002951373157142889,,,,,,,
2005-02-17,-0.006152807929898252,,,,,,,
2005-02-18,-0.01608098141731507,,,,,,,
2005-02-21,0.02058758553213824,,,,,,,
2005-02-22,0.01482063820694357,,,,,,,
2005-02-23,-0.0103798142095668,,,,,,,
2005-02-24,-0.0006380821291429584,,,,,,,
2005-02-25,0.001309907070006666,,,,,,,
2005-02-28,-0.01099937265245288,,,,,,,
2005-03-01,-0.003031440525672835,,,,,,,
2005-03-02,-0.01205491505027556,,,,,,,
2005-03-03,0.006765397812706908,,,,,,,
2005-03-04,-0.002556387127556903,,,,,,,
2005-03-07,0.004886296202339935,,,,,,,
2005-03-08,0.01452865720190122,,,,,,,
2005-03-09,-0.007950824933449674,,,,,,,
2005-03-10,-0.02076858712895024,,,,,,,
2005-03-11,0.002779359487819377,,,,,,,
2005-03-14,0.004335359782755788,,,,,,,
2005-03-15,-0.01960535428018062,,,,,,,
2005-03-16,-0.009726564033904594,,,,,,,
2005-03-17,-0.007399852989126821,,,,,,,
2005-03-18,-0.006858029804377885,,,,,,,
2005-03-21,0.002554497301910708,,,,,,,
2005-03-22,-0.01842833365123564,,,,,,,
2005-03-23,-0.007602143339695999,,,,,,,
2005-03-24,0.007701136088558158,,,,,,,
2005-03-25,-0.002167706982199036,,,,,,,
2005-03-28,-0.001079411267404851,,,,,,,
2005-03-29,-0.003506812025077188,,,,,,,
2005-03-30,-0.01526402241357872,,,,,,,
2005-03-31,0.006417673720968686,,,,,,,
2005-04-01,0.03366231166171119,,,,,,,
2005-04-04,-0.01755484860665391,,,,,,,
2005-04-05,-0.00832054872364374,,,,,,,
2005-04-06,0.01852076389489632,,,,,,,
2005-04-07,0.009418342043908012,,,,,,,
2005-04-08,0.01617914967314871,,,,,,,
2005-04-11,-0.008568211223209055,,,,,,,
2005-04-12,-0.01508474201460697,,,,,,,
2005-04-13,0.02074918765703337,,,,,,,
2005-04-14,-0.01157905139833204,,,,,,,
2005-04-15,-0.01085763207356472,,,,,,,
2005-04-18,-0.01318175146509759,,,,,,,
2005-04-19,0.003676315451072831,,,,,,,
2005-04-20,-0.01348379759318252,,,,,,,
2005-04-21,-0.006369488295601577,,,,,,,
2005-04-22,0.001725147915373704,,,,,,,
2005-04-25,-0.005133811738466498,,,,,,,
2005-04-26,0.001958245785437462,,,,,,,
2005-04-27,-0.01253564642740201,,,,,,,
2005-04-28,0.01452785478026364,,,,,,,
2005-04-29,-0.005241201432301779,,,,,,,
2005-05-09,-0.0184152675336815,,,,,,,
2005-05-10,0.00486355997873833,,,,,,,
2005-05-11,-0.009686086472165734,,,,,,,
2005-05-12,-0.02322011671622004,,,,,,,
2005-05-13,0.004526271971350582,,,,,,,
2005-05-16,-0.01253031004115623,,,,,,,
2005-05-17,0.003790259312106414,,,,,,,
2005-05-18,0.002594173215617168,,,,,,,
2005-05-19,0.002825966257627321,,,,,,,
2005-05-20,-0.002281379897345559,,,,,,,
2005-05-23,-0.02056672596265496,,,,,,,
2005-05-24,-0.0005287813070218306,,,,,,,
2005-05-25,0.0002576463343721969,,,,,,,
2005-05-26,-0.01205819935508501,,,,,,,
2005-05-27,-0.005752758051521312,,,,,,,
2005-05-30,0.006260382722004465,,,,,,,
2005-05-31,0.002643710403058108,,,,,,,
2005-06-01,-0.01651037828165514,,,,,,,
2005-06-02,-0.02486751627643358,,,,,,,
2005-06-03,-0.001341133030237529,,,,,,,
2005-06-06,0.02367425258442424,,,,,,,
2005-06-07,-0.005018076966993412,,,,,,,
2005-06-08,0.0788023218516356,,,,,,,
2005-06-09,0.008318818085169433,0.007512257813680812,0.007360900008809956,,0.01274775840438558,0.009899021753252413,,
2005-06-10,-0.01542833015653766,-0.01996569121496705,-0.01992861317479822,,-0.02031660327015405,-0.02155507104144228,,
2005-06-13,-0.008830252977222841,-0.001790190238211586,-0.003913008905878534,,0.007133035888469585,0.0031695367079001,,
2005-06-14,-0.007091619517368031,-0.01060522182871715,-0.0122008668813578,,-0.02266771069407536,-0.01943853416149643,,
2005-06-15,-0.0124420682646349,-0.01909368608812567,-0.02075005090138049,,-0.02390362299310667,-0.02716881779277358,,
2005-06-16,0.01619883551749801,0.01421501883659193,0.0130249639854183,,0.01152801405235415,0.009611312513207793,,
2005-06-17,0.006304435946002052,0.001261657712580799,0.0002557544770969145,,-0.008665150755786222,-0.004750365833207759,,
2005-06-20,0.02348289719342134,0.02900668491831038,0.02784277602233587,,0.02814979437564524,0.02905609395383379,,
2005-06-21,-0.0128855960979255,-0.01119611346984328,-0.01136892645540577,,-0.008770144037248961,-0.009183383339341766,,
2005-06-22,0.004985603903925551,0.004986597748646737,0.00386856506979516,,0.004962727923117249,0.002997219113796135,,
2005-06-23,-0.007546324904411428,-0.00789204974616986,-0.009682368261784369,,-0.01740928607565362,-0.01142518570553186,,
2005-06-24,0.005179643553748114,0.005279413111763276,0.004143073747549408,,0.004574659395830238,0.004745625374222406,,
2005-06-27,0.01294158410951418,0.01955594360781543,0.02025974121800456,,0.02857372468876207,0.02567589683872029,,
2005-06-28,-0.008664953669421216,-0.01354045394171521,-0.01448129262476794,,-0.01869396734443285,-0.01850784654227144,,
2005-06-29,-0.004665145927321923,-0.005347784321907412,-0.005343332421806402,,-0.003149921376238041,-0.00611105869084394,,
2005-06-30,-0.01737765354791243,-0.02273963159070291,-0.02251786806325473,,-0.0293291676978864,-0.02810419403872988,,
2005-07-01,-0.01416298221680012,-0.02209297190475024,-0.0245954355823752,,-0.05077978652878379,-0.04015102573459917,,
2005-07-04,-0.001284160857077055,-0.004150592986907675,-0.005728467779557711,,-0.01105506939126855,-0.01439922085615564,,
2005-07-05,-0.007901673847784174,-0.00732878908370882,-0.007438040809278235,,-0.007635032411348774,-0.00653247129169543,,
2005-07-06,-0.00872646088390816,-0.00841493170533969,-0.007665304596000233,,-0.003158432199513506,-0.001559098189532371,,
2005-07-07,0.001060993624749429,0.00257217336250104,0.00212971769950876,,0.006839812562357217,0.005339212876972255,,
2005-07-08,-0.01092204882458159,-0.01820599556770652,-0.01918316839594869,,-0.03518597044074312,-0.03342554437160494,,
2005-07-11,-0.0008937964251884978,-0.006519172333400824,-0.00758157539317228,,-0.01699563587101771,-0.01164672637882092,,
2005-07-12,0.03534223245395918,0.0330833551341998,0.03289595589695171,,0.03637535414627191,0.03445984390368562,,
2005-07-13,-0.006006904004564717,-0.006584046634324103,-0.007526031925065624,,-0.01203488124699881,-0.009633423005802833,,
2005-07-14,0.006776798513954851,0.003962689904369654,0.002751067008698094,,-0.0005198345076422584,0.0001365206353058923,,
2005-07-15,-0.00681687680021259,-0.01016222020063484,-0.01247075129878805,,-0.03008635923411607,-0.02494894543809867,,
2005-07-18,-0.00213983925870842,-0.009558017806105212,-0.01088939979926806,,-0.03157258831310905,-0.02499882190520175,,
2005-07-19,0.0007628428980552826,0.003128354892497853,0.003431262763483822,,0.0118719124012685,0.008886280545526759,,
2005-07-20,0.008074445616751191,0.008377823468945778,0.007952550177468432,,0.007504780871308903,0.005984305558649261,,
2005-07-21,0.004541460143486553,0.001600825656246307,0.0006794191845207465,,-0.004555013238808137,-0.003540879570628874,,
2005-07-22,0.01538996095984047,0.01843121296357442,0.01966242135303453,,0.02223915845377444,0.02336318964419881,,
2005-07-25,-0.005308581174880089,-0.003297314455210199,-0.002849540242323201,,-0.002740359980695217,-0.003582541045654253,,
2005-07-26,0.02083678336905503,0.022639341381816,0.02232281113521317,,0.02384717963096605,0.02335934854633859,,
2005-07-27,0.01492489121210649,0.01980307471856868,0.01959048589091239,,0.02086389046466053,0.01905998959752431,,
2005-07-28,-0.003336833360187974,-0.003495997734012768,-0.003709843495156129,,0.002427821809692254,-0.003726836839891945,,
2005-07-29,-0.001545791195237456,-0.003069056117418256,-0.003430414603589504,,-0.004058872955019943,-0.003217031580309282,,
2005-08-01,0.001735682641198721,0.003876910298801661,0.003862771246122776,,0.009678138828302707,0.007570322113106265,,
2005-08-02,0.009260783732913502,0.01335796735319583,0.01355323600748815,,0.01914693714539339,0.01691171117544954,,
2005-08-03,0.0004890006303988059,0.006585175768232254,0.006983076109184694,,0.01053556105165043,0.008427749094781944,,
2005-08-04,-0.003251953722455347,-0.005976684531091792,-0.005900263917360427,,-0.005762090289303856,-0.005850141439509571,,
2005-08-05,0.02137588544092672,0.02150032216551612,0.02326003817143807,,0.0323508853036838,0.02905399200355685,,
2005-08-08,0.0004799852404380189,0.0039648509484973,0.004590021132885092,,0.01488574161121381,0.01549207905039474,,
2005-08-09,0.002322824319337613,0.00604121027259108,0.006973645672181839,,0.0198093823007941,0.01743203757980627,,
2005-08-10,0.009225552214190635,0.007771755620875176,0.008811800104414402,,0.01249340309776237,0.01178258229897278,,
2005-08-11,0.01218583744582258,0.01437977437458571,0.01394368594964934,,0.01003032231100409,0.01086521058916201,,
2005-08-12,-0.01197908641589152,-0.01656214699980474,-0.01623878339528328,,-0.01749517190470051,-0.01994936492392085,,
2005-08-15,0.02067661395219478,0.01709660095255305,0.02145308518259181,,0.03293274638081023,0.02811677554284575,,
2005-08-16,-0.0135274947090096,-0.009939225624103543,-0.008120505362087194,,0.003786449052502583,-0.000488406316105916,,
2005-08-17,0.006750643841133552,0.008376979236883741,0.009902950375674457,,0.0285860460374332,0.01803105899999213,,
2005-08-18,-0.02372496951969438,-0.0345237309192008,-0.0303973439365377,,-0.03710463168797329,-0.04044271562335844,,
2005-08-19,0.004166723757784929,0.002570904649197736,0.002711112771695667,,0.001257648846444859,0.0002558588647731952,,
2005-08-22,0.006570109630072984,0.009306104223640865,0.00903564044702776,,0.01088966157200577,0.01286654520176356,,
2005-08-23,-0.006129941870145039,-0.008905335174977935,-0.009546189964771301,,-0.02095879676538281,-0.01770236895966804,,
2005-08-24,0.009005232744791591,0.007809927187099497,0.008049579068291735,,0.01433816233452401,0.01193713486556014,,
2005-08-25,-0.002268000947926119,-0.000569656662921858,0.001870413906647883,,0.01538050953717374,0.01166481473354253,,
2005-08-26,-0.001677016762172912,-0.002001744122387628,-0.001000786415647603,,0.004893916026821543,0.004782786348301649,,
2005-08-29,-0.01333344924201363,-0.01180098544249208,-0.01146474130087771,,-0.006946074775048494,-0.009780789165584558,,
2005-08-30,-0.002777145276819049,-0.002717971382593554,-0.002898003521805137,,-0.01150090005434468,-0.005663348068584817,,
2005-08-31,0.009472214109888633,0.01415261303967341,0.01517664719933265,,0.02163755884580976,0.02103276572050294,,
2005-09-01,0.01354708008992578,0.01777368842523419,0.01802105772582685,,0.02321416634481643,0.02370108896709677,,
2005-09-02,0.001882512502656475,0.003498151451191589,0.004481848504593877,,0.01158973219874682,0.008147809618700208,,
2005-09-05,-0.0001446829035565145,0.005103689409693857,0.006525151324169087,,0.0116252818828988,0.01343387044539046,,
2005-09-06,-0.01652226827043002,-0.01705407785078972,-0.01838750704696146,,-0.02987540606052708,-0.02496150850283652,,
2005-09-07,0.01142089482921893,0.01709606202276337,0.01813116251851277,,0.03258728732403604,0.02929457403825619,,
2005-09-08,0.002420956975789146,0.00264145559341511,0.001601076265043133,,0.004232396948634864,0.001754958770161963,,
2005-09-09,-0.004216246038492244,-0.006521933480889253,-0.007096213572444832,,-0.01049652008229618,-0.01151952326620886,,
2005-09-12,-0.002017477380010568,0.0004635043115142068,0.001234481915963315,,0.00691298708518584,0.004605636991013462,,
2005-09-13,0.009613246743154669,0.01490661487623957,0.01636502691644282,,0.02358563403720915,0.0232130207937864,,
2005-09-14,0.004916082091446228,0.006639251672839741,0.007831881461521029,,0.01336738434065055,0.01172998515072354,,
2005-09-15,-0.0005996929751779234,-0.0006083132897831689,3.141410598317407e-05,,0.002293072805920282,0.003850584799054424,,
2005-09-16,-0.003473289833547888,-0.002168190411112825,-0.0020439723056489,,0.0004945279509067646,-0.000947635068055952,,
2005-09-19,0.001143070411252722,0.003755214250706018,0.006213279125313775,,0.01862366224695311,0.01390617227015944,,
2005-09-20,-0.005184357299222953,-0.009539352030087933,-0.00855587711762329,,-0.0006542914362945851,-0.00682611228994201,,
2005-09-21,-0.01969045739347131,-0.01837089323567032,-0.01731314328715428,,-0.01432172861195635,-0.01567141317554199,,
2005-09-22,-0.01766127195666645,-0.02263867778591511,-0.02451419084127693,,-0.04571717675363818,-0.03328053260475983,,
2005-09-23,-0.004754426917097376,-0.007741609376785696,-0.00914385254285044,,-0.01970914229288834,-0.01310811649611754,,
2005-09-26,0.0007183863084572195,0.002550910553452468,0.00304989462337879,,0.01093839077402148,0.007215857946419213,,
2005-09-27,-0.01458175420872632,-0.01566938298017728,-0.01641952456474538,,-0.02828299902540721,-0.02064976943159902,,
2005-09-28,0.0009710971604670604,-0.0005420563981983761,-0.001841145622537788,,-0.002527533391074144,-0.005382270265033462,,
2005-09-29,0.01174430258022774,0.01347495247336727,0.01494512721434216,,0.02204203354248602,0.02196589927048009,,
2005-09-30,0.0017655594472199,0.001538151358421835,0.0003320494120027107,,-0.006420512691319935,-0.002045037477431677,,
2005-10-10,-0.007461777380866508,-0.01103748237487068,-0.0110610256863577,,-0.01373400237683065,-0.01245199105420891,,
2005-10-11,0.01050634103902315,0.0135740765356207,0.01523542877969142,,0.0239234853414283,0.02287465123340215,,
2005-10-12,-0.0009425722865268327,0.004090695316537385,0.004475264356640807,,0.01098638895879578,0.01029261830788908,,
2005-10-13,-0.008789711065587014,-0.00759790393057802,-0.006891643943867543,,-0.003964683513721035,-0.004810416015191166,,
2005-10-14,-0.01388405608995136,-0.01281498652883961,-0.0119242846236034,,-0.01114438943072837,-0.008411530129562195,,
2005-10-17,-0.01056377444717516,-0.008000264590791062,-0.005909049491581442,,0.003429167202606109,0.003088655927881767,,
2005-10-18,0.002764853101868248,0.005277819350197888,0.006378480594423586,,0.0204653907496759,0.01685832552636768,,
2005-10-19,-0.002297016836025456,-0.00403085310164375,-0.004075742689845896,,-0.0068202411062801,-0.008303371845311602,,
2005-10-20,0.005183507355698502,0.001312088075887452,0.001110158059216104,,-0.0003254021269620821,0.0002707489609630187,,
2005-10-21,0.0004910385563920983,0.00497692691251661,0.005922400566955588,,0.007357331784467291,0.00951971176316313,,
2005-10-24,-0.003766482795477089,0.002473690702947451,0.001714292495124781,,-0.000311977718407519,0.003045534736501487,,
2005-10-25,-0.00796785842572767,-0.01374874510057467,-0.01491436079542741,,-0.02336070154686265,-0.02273465272703135,,
2005-10-26,-0.021002515534291,-0.02084715262891823,-0.02223709002056751,,-0.02712587263034028,-0.02720179729844219,,
2005-10-27,0.002839263699306649,3.425302711512757e-05,-0.002207187542001776,,-0.01874034448804096,-0.007569293670575128,,
2005-10-28,-0.001731925134160761,-0.009314237034308448,-0.01283068982253877,,-0.03745191033740358,-0.02694091734370474,,
2005-10-31,0.01229806117204291,0.009805068203950995,0.008843110930917497,,0.007276083514464737,0.004353827354983686,,
2005-11-01,-0.002888631492412586,-0.003899041614555898,-0.004388448098675113,,-0.01001987601246856,-0.006452845955170261,,
2005-11-02,0.007750089778657987,0.01094949270838352,0.01237081368665294,,0.02717751856511796,0.0204256793116544,,
2005-11-03,-0.009429062694766621,-0.008992354540389158,-0.01077384409182791,,-0.009188984473046169,-0.01367118696822267,,
2005-11-04,0.004146041457660843,0.004312761257053488,0.004972706889256884,,0.009503510750680455,0.007463842393889308,,
2005-11-07,-0.006238785171675865,-0.00123032072205298,-8.113073062698817e-05,,0.01309768549609647,0.008204587142283337,,
2005-11-08,0.00544787532052915,0.004821478523783895,0.005006166987225669,,0.01055685098065595,0.008243835755655127,,
2005-11-09,-0.002839241519343005,-0.002578418825430084,-0.002262966836504177,,-0.004486993492929692,-0.004557053598372107,,
2005-11-10,-0.01307155954619432,-0.01868934333143901,-0.01992816399172614,,-0.03226747587191436,-0.02861487377707839,,
2005-11-11,0.0001339764203507343,0.002106774868236627,0.002708369334125216,,0.008128538421839693,0.003270062419336917,,
2005-11-14,-0.00416163844024009,-0.003057433444748625,-0.002390050057205606,,0.005829789562031173,0.004371710776651661,,
2005-11-15,-0.005557893139825687,-0.006411509114153446,-0.007002796603459593,,-0.007788749384955551,-0.00859197305307724,,
2005-11-16,0.006620085254430919,0.007535970911097145,0.006755223700817936,,0.007921674276545332,0.007528053133587065,,
2005-11-17,-0.0004570076829946146,-0.0005330922955346651,-0.0006722927203313134,,0.001280007903114999,-0.00107716244703937,,
2005-11-18,0.02229597067995304,0.02244348888788217,0.02111903661625369,,0.02400215377589632,0.02149177681266412,,
2005-11-21,-0.002646253017115185,0.001845865164472826,0.001235302084504397,,0.007804242144041851,0.003809077770470459,,
2005-11-22,-0.01494180680033708,-0.0162536583773436,-0.01581575435930027,,-0.02586259172357153,-0.01809750773882701,,
2005-11-23,0.009124454734424248,0.007572278929377951,0.007404067504374723,,0.009218526086543832,0.007605328024609115,,
2005-11-24,0.009895714798765276,0.00598504392214938,0.005847020068681985,,0.004944312564172826,0.004262367896623154,,
2005-11-25,0.006569242515591434,0.002967831811378829,0.002599279441787061,,0.002197517454315623,-0.000677430307040261,,
2005-11-28,-0.004929435514140934,-0.004466418652238069,-0.004173681841504795,,-0.001074526160644851,-0.003322479790096367,,
2005-11-29,-0.01003828742863089,-0.01011724435867034,-0.01134853196972863,,-0.01322459127342945,-0.01360695927138078,,
2005-11-30,0.005729691169539031,0.002888022452687267,0.002352515407799238,,0.00469380695162247,0.003006322781486936,,
2005-12-01,-0.0009087497415132262,-0.000870112826091507,-0.001029275971894172,,-0.004598038710692087,-0.001580512970098091,,
2005-12-02,-0.002533049719801284,-0.003591492147997144,-0.005256438906066307,,-0.01649897725349803,-0.01255142384959473,,
2005-12-05,-0.007518084695968597,-0.0119454457346464,-0.01434867241033455,,-0.03391330169897167,-0.0259243272379166,,
2005-12-06,0.01170996808341229,0.007498485030156488,0.006779364444010838,,0.003355728934718805,0.002443901179408847,,
2005-12-07,0.009609038811990267,0.008920009486620195,0.008580501731350942,,0.01065831421129193,0.009840269729472162,,
2005-12-08,-0.002583003197266009,0.0002517306495350979,-0.0008465111316144913,,-0.003718747872601291,-0.001513328743111053,,
2005-12-09,0.01487136749103701,0.01510173924259028,0.01552246282661329,,0.01780843605437088,0.01679056654658329,,
2005-12-12,-0.002990193883825043,0.001306394762008445,0.002117063972904454,,0.007754812437680947,0.006473144545741327,,
2005-12-13,-0.001446748298590705,0.0006525579376717161,0.0002888687342794682,,-0.0009599903523049846,0.0004122761338392067,,
2005-12-14,0.006314128497901805,0.01012737708775102,0.01025260983655318,,0.0112070711703165,0.00923155882964366,,
2005-12-15,-0.0003340356678371847,-0.001916883645945333,-0.002495993968148369,,-0.00868148001762048,-0.00598778934293076,,
2005-12-16,0.004883779823731338,0.006814961422766608,0.006968589706267458,,0.008873815451208245,0.008423230395557368,,
2005-12-19,-0.0003069367734349626,0.000387710684070619,0.0005690483389386713,,0.002473020144160287,0.0002036842900556834,,
2005-12-20,0.006921501409128616,0.004872318682442867,0.004710645100768573,,0.001186317940487847,0.001687784316431795,,
2005-12-21,-0.004136944947047638,-0.004617619198770129,-0.004869945997741709,,-0.0140380264518063,-0.006419161877309953,,
2005-12-22,0.004340168582655402,0.006192448688319807,0.00628447742967353,,0.004290187640500598,0.00567736645917627,,
2005-12-23,0.0051303926113766,0.007826241279095036,0.008299643923966649,,0.009400477258341589,0.01200426052823111,,
2005-12-26,0.005192198180077767,0.007061016025739164,0.00761938240238802,,0.007744992263165607,0.008924215671305191,,
2005-12-27,-0.004282877581932354,-0.003279510361638316,-0.002116874502275046,,0.000855543857215757,0.001592785954819931,,
2005-12-28,0.001740556660650761,0.001695394585244259,0.001393184766568467,,0.002538554150920191,0.003131319230512908,,
2005-12-29,0.01047996353921921,0.01199183263257453,0.01469354624262476,,0.009808739028844826,0.01106765514481545,,
