date_key,whole_market_signal,000016.SH_signal,000300.SH_signal,000510.SH_signal,000688.SH_signal,000852.SH_signal,000905.SH_signal,399006.SZ_signal,932000.CSI_signal
2005-03-01,0.34622245875,0.34622245875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-02,0.34485471465,0.34485471465,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-03,0.36029831565,0.36029831565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-04,0.34518738564999996,0.34518738564999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-07,0.35705525864999993,0.35705525864999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-08,0.35227296564999994,0.35227296564999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-09,0.3567632666499999,0.3567632666499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-10,0.3923968606499999,0.3923968606499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-11,0.4110043806499999,0.4110043806499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-14,0.4179710311499999,0.4179710311499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-15,0.42575694744999987,0.42575694744999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-16,0.4151009034499999,0.4151009034499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-17,0.40947628144999987,0.40947628144999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-18,0.4044194122499999,0.4044194122499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-21,0.4061903742499999,0.4061903742499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-22,0.4141104492499999,0.4141104492499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-23,0.4154116186499999,0.4154116186499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-24,0.4215743216499999,0.4215743216499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-25,0.4190461794499999,0.4190461794499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-28,0.4296627054499999,0.4296627054499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-29,0.4320631707499999,0.4320631707499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-30,0.4236631517499999,0.4236631517499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-31,0.4329330597499999,0.4329330597499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-01,0.4404380593499999,0.4404380593499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-04,0.4469859276499999,0.4469859276499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-05,0.4378632246499999,0.4378632246499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-06,0.42811486464999987,0.42811486464999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-07,0.4374855196499999,0.4374855196499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-08,0.43283152934999986,0.43283152934999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-11,0.42186558784999983,0.42186558784999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-12,0.44703683084999984,0.44703683084999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-13,0.46414130784999985,0.46414130784999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-14,0.45790929584999984,0.45790929584999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-15,0.47831252784999984,0.47831252784999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-18,0.46677762834999986,0.46677762834999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-19,0.46034477474999985,0.46034477474999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-20,0.44610942374999984,0.44610942374999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-21,0.45149675604999984,0.45149675604999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-22,0.44265320004999986,0.44265320004999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-25,0.4442349992499999,0.4442349992499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-26,0.4384948186499999,0.4384948186499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-27,0.4295305616499999,0.4295305616499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-28,0.4363671586499999,0.4363671586499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-29,0.42951549664999994,0.42951549664999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-09,0.42569025684999995,0.42569025684999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-10,0.42872081404999995,0.42872081404999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-11,0.43391580964999993,0.43391580964999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-12,0.42525943264999994,0.42525943264999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-13,0.41444945414999995,0.41444945414999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-16,0.42704833714999996,0.42704833714999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-17,0.43136619444999996,0.43136619444999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-18,0.41541856444999997,0.41541856444999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-19,0.41949350305,0.41949350305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-20,0.42045495205,0.42045495205,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-23,0.42096964935,0.42096964935,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-24,0.43112689135,0.43112689135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-25,0.44291091634999996,0.44291091634999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-26,0.44733663204999996,0.44733663204999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-27,0.45323635204999996,0.45323635204999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-30,0.46848104504999993,0.46848104504999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-31,0.4708852095499999,0.4708852095499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-01,0.4770615175499999,0.4770615175499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-02,0.4781594872499999,0.4781594872499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-03,0.4886171962499999,0.4886171962499999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-06,0.4884994621749999,0.4884994621749999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-07,0.4870213712749999,0.4870213712749999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-08,0.4874026919849999,0.4874026919849999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-09,0.48874520468499993,0.48874520468499993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-10,0.507762774685,0.507762774685,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-13,0.5282078796849999,0.5282078796849999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-14,0.558388922685,0.558388922685,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-15,0.5753976706849999,0.5753976706849999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-16,0.5957812526849999,0.5957812526849999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-17,0.610309325685,0.610309325685,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-20,0.6194058886849999,0.6194058886849999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-21,0.6487456346849999,0.6487456346849999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-22,0.6758977106849999,0.6758977106849999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-23,0.6762308335849999,0.6762308335849999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-24,0.6730534067849999,0.6730534067849999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-27,0.6938756937849999,0.6938756937849999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-28,0.7227347877849999,0.7227347877849999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-29,0.7087560757849999,0.7087560757849999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-30,0.7193051557849999,0.7193051557849999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-01,0.7272582217849999,0.7272582217849999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-04,0.7290913961849999,0.7290913961849999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-05,0.7216717541849998,0.7216717541849998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-06,0.7252405450849998,0.7252405450849998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-07,0.7189116790849998,0.7189116790849998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-08,0.7089052345849998,0.7089052345849998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-11,0.7101743440849998,0.7101743440849998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-12,0.7098618220349998,0.7098618220349998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-13,0.7072362411349998,0.7072362411349998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-14,0.7150476235349998,0.7150476235349998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-15,0.7255276695349998,0.7255276695349998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-18,0.7205950089349998,0.7205950089349998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-19,0.7165324969349999,0.7234308229349998,-0.010960838,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-20,0.7201428580849999,0.7324259159349998,-0.0127352087,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-21,0.7198502682349999,0.7305366983349998,-0.011431170800000001,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-22,0.7263836694349999,0.7411506913349998,-0.0089783614,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-25,0.7241391541349999,0.7390895292349998,-0.0114062299,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-26,0.7240793873349999,0.7351345522349998,-0.0075707865,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-27,0.7266381309349998,0.7409010967349998,-0.0082198438,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-28,0.7380146649349999,0.7522380347349998,0.0031962862000000005,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-29,0.7580734979349999,0.7717150597349999,0.023836927200000003,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-01,0.7842892409349999,0.7971730297349999,0.0508104432,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-02,0.7904252114349999,0.799839238735,0.0604161752,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-03,0.8005667629349998,0.811441006735,0.0690975102,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-04,0.8075119967349998,0.8182890253349999,0.07613995920000001,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-05,0.8151243240349999,0.8234147789349999,0.08623886020000002,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-08,0.822187152385,0.8326988919349999,0.09108040390000002,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-09,0.826809336135,0.837190623435,0.09583303990000003,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-10,0.839161007135,0.8478860024349999,0.10984100290000003,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-11,0.839432573335,0.8473917756349999,0.11087836210000003,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-12,0.842067541985,0.850178702635,0.11336137240000004,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-15,0.857311168985,0.868121682635,0.12590564640000004,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-16,0.853597635685,0.865212789635,0.12138747280000005,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-17,0.857336096735,0.870715613335,0.12336157120000005,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-18,0.85901344597,0.873832027335,0.12359985567000005,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-19,0.86462091132,0.879250406335,0.12939640737000005,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-22,0.87075497072,0.881236284135,0.13967864837000005,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-23,0.8782477828699999,0.8872667654349999,0.14863379137000005,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-24,0.88436625367,0.8967991984349999,0.15133829997000003,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-25,0.89454773292,0.9030177884349999,0.16548266847000004,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-26,0.90485773292,0.9131494534349999,0.17597100347000003,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-29,0.908171334025,0.9130132456449999,0.18273441347000002,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-30,0.903248877025,0.9053892826449998,0.18051346247000002,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-31,0.908295606025,0.9093916786449998,0.18660452447000003,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-01,0.9078370935750001,0.9118006972449998,0.18327848097000005,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-02,0.9089666740750001,0.9073735062449998,0.18996483297000005,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-05,0.9220943905750001,0.9186373242449998,0.20495644797000007,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-06,0.9346209475750001,0.9302211592449998,0.21842572697000007,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-07,0.9453633080750001,0.9448199122449998,0.22531169497000006,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-08,0.9482708675750001,0.9409264102449998,0.23502031597000006,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-09,0.9708835325750002,0.9600882902449998,0.26108376597000005,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-12,0.9634908651750002,0.9457698572449997,0.2606168641700001,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-13,0.9619914804250002,0.9404947342449997,0.26289321767000007,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-14,0.9652261202050002,0.9397595631049998,0.27009766837000004,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-15,0.9819354517050002,0.9514517961049997,0.29182409837000006,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-16,0.9901871017050001,0.9584061231049997,0.3013730713700001,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-19,0.9934764399050001,0.9638353388049997,0.30252253207000007,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-20,0.9893154136550001,0.9597787063049997,0.29825711207000005,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-21,0.9899575102800001,0.9602351922049998,0.29908481942000004,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-22,0.9863639201800001,0.9573347706049997,0.29479806082000004,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-23,0.9886995393800001,0.9580296192049997,0.29877445062,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-26,0.9808682937300001,0.9522547189049997,0.28888685962000005,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-27,0.9747141812300001,0.9448722739049997,0.28396107962000006,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-28,0.9752515654800001,0.9409831229049997,0.2889249991200001,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-29,0.9687100674800001,0.9322943599049998,0.28453076612000006,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-30,0.9843044024800001,0.9502552799049998,0.29775851612000004,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-10,0.98855437943,0.9530754588049998,0.30343829112000004,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-11,0.99366631778,0.9587952025049997,0.30794242412000006,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-12,1.00576205228,0.9712339915049997,0.3196951041200001,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-13,1.0068614841499999,0.9716476626449997,0.32148029672000006,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-14,1.0134409689,0.9784307866449997,0.32785614222000004,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-17,1.02267405245,0.9912384911449997,0.33351460482000006,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-18,1.02409934107,0.9916476993849997,0.3359559738200001,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-19,1.02236234807,0.9920845343849998,0.3320451528200001,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-20,1.0246272780669998,0.9919936633789997,0.33666588382000007,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-21,1.0234737642969998,0.9920906550389997,0.33426186462000007,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-24,1.0262785876219997,0.9978645050389997,0.33409766127000007,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-25,1.0231431504519997,0.9925620087389997,0.3331292832300001,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-26,1.0260000755519996,0.9946571417389997,0.3367480004300001,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-27,1.0351080715519996,1.0039834807389996,0.3456376534300001,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-28,1.0430464788019995,1.0161879897389996,0.34930995893000005,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-31,1.0356081358019995,1.0037644632389997,0.34685679943000003,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-01,1.0408943488019995,1.0078599468389997,0.35333374183000005,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-02,1.0437785803519994,1.0146933884389997,0.35226876333000007,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-03,1.0508777243519993,1.0226645854389997,0.3584958543300001,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-04,1.0390794690019993,1.0022483774389996,0.35531555163000006,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-07,1.0414594506519994,1.0138619174389996,0.3484619749300001,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-08,1.0422020276469994,1.0137957041289996,0.3500133422300001,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-09,1.0479955618969994,1.0236104471289995,0.3517856677300001,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-10,1.0560089016469993,1.0337823746289996,0.3576404197300001,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-11,1.0560811238619994,1.0331586828289996,0.3584085559600001,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-14,1.0637604783619994,1.0394290168289997,0.3674969309600001,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-15,1.0629545416119994,1.0373925608289998,0.36792151346000007,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-16,1.0549931361119995,1.0292323348289998,0.3601589284600001,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-17,1.0487243479119994,1.0220116344289998,0.35484205246000006,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-18,1.0662161039119995,1.0423777074289997,0.36945949146000007,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-21,1.0749622436619994,1.0518424109289997,0.37748706746000005,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-22,1.0695539343119995,1.0455252649289997,0.37298759476000004,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-23,1.0762055426119996,1.0522357049289996,0.37958037136000006,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-24,1.0980287921119996,1.0784684689289996,0.39699410636000004,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-25,1.0998250656509996,1.0820539193289995,0.397001203038,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-28,1.1136623266509995,1.0954744303289996,0.411255214038,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-29,1.1133613634509996,1.0992212341289995,0.40465425663800003,-0.005485717,0.0,0.002876468,0.0039585866,0.0,0.0
2005-11-30,1.1156414325909996,1.1063313231289995,0.40043840893800003,-0.0052088646,0.0,0.0053751170000000004,0.0096891896,0.0,0.0
2005-12-01,1.1180028114189995,1.1193765261289994,0.40427625513800003,-0.0083276888,0.0,0.00458863744,0.0085183383,0.0,0.0
2005-12-02,1.1238549579189996,1.1281661141289994,0.40341925583800003,-0.009232722,0.0,0.013998575440000001,0.0213415773,0.0,0.0
2005-12-05,1.1216607695189995,1.1074423021289994,0.398092455838,-0.01031775,0.0,0.01790391644,0.0336009343,0.0,0.0
2005-12-06,1.1127439414789995,1.0914403061289994,0.386926851838,-0.018790535,0.0,0.01175945984,0.030801635700000003,0.0,0.0
2005-12-07,1.1116584474189994,1.0985186408289995,0.393623817338,-0.0120644265,0.0,-0.00293516716,0.019567383700000003,0.0,0.0
2005-12-08,1.1218919270809995,1.1340242858289995,0.408277477338,-0.014386034899999999,0.0,0.00045662023999999994,0.01950529801,0.0,0.0
2005-12-09,1.1254014619809996,1.1361069540289994,0.411320551538,-0.0081508861,0.0,0.0011985192399999998,0.024950182310000003,0.0,0.0
